51.16093000000001, -115.55983
51.16049, -115.55898
51.15883, -115.55852000000002
51.157590000000006, -115.55721000000001
51.15695, -115.55463
51.15608, -115.55275
51.154680000000006, -115.55054000000001
51.15359, -115.54902000000001
51.151990000000005, -115.54863
51.151210000000006, -115.54678000000001
51.14974, -115.54729
51.14822, -115.54703
51.14678000000001, -115.54656000000001
51.145720000000004, -115.54539000000001
51.144270000000006, -115.54427000000001
51.142880000000005, -115.543
51.141180000000006, -115.54314000000001
51.1398, -115.54275000000001
51.13801, -115.5417
51.13683, -115.53982
51.13586, -115.53800000000001
51.1345, -115.53721000000002
51.13248, -115.53666000000001
51.13058, -115.53602000000001
51.12951, -115.53427
51.128490000000006, -115.53216
51.1272, -115.53037
51.125620000000005, -115.52975
51.123920000000005, -115.52938
51.122690000000006, -115.52755
51.121590000000005, -115.52568000000001
51.121230000000004, -115.52345000000001
51.11984, -115.52267
51.118140000000004, -115.52138000000001
51.1165, -115.52074
51.11469, -115.52022000000001
51.113040000000005, -115.51927
51.111650000000004, -115.51854000000002
51.11041, -115.51705000000001
51.10927, -115.51601000000001
51.10962000000001, -115.51343000000001
51.108810000000005, -115.51113000000001
51.107800000000005, -115.50938000000001
51.1069, -115.50709
51.10524, -115.50644000000001
51.1039, -115.50646
51.10284000000001, -115.50789
51.102050000000006, -115.50995
51.10103, -115.51223
51.0994, -115.51307000000001
51.09772, -115.51332000000001
51.09586, -115.51243000000001
51.09422000000001, -115.51203000000001
51.0936, -115.51076
51.09353, -115.50765000000001
51.09226, -115.50867000000001
51.092200000000005, -115.50728000000001
51.093210000000006, -115.50552
51.09385, -115.50309000000001
51.09478000000001, -115.50118
51.096320000000006, -115.49945000000001
51.096970000000006, -115.49756000000001
51.09653, -115.49523
51.09566, -115.49308
51.09552000000001, -115.49118000000001
51.09413000000001, -115.48742000000001
51.09333, -115.48503000000001
51.09293, -115.48276000000001
51.09181, -115.48109000000001
51.090520000000005, -115.47986000000002
51.08906, -115.47825
51.08775000000001, -115.47691
51.08666, -115.47455000000001
51.084010000000006, -115.47127
51.083090000000006, -115.46950000000001
51.082040000000006, -115.46776000000001
51.08044, -115.46697
51.07883, -115.46625000000002
